제공기관코드,시설명,분류,어른관람료,위도,경도,운영기관전화번호
6300000,한남대학교 중앙박물관,,0,36.354766,127.422522,042-629-7696
6300000,한남대학교 자연사박물관,,0,36.354766,127.422522,042-629-7699
6300000,대전대학교 박물관,,0,36.336327,127.461447,042-280-2691
6300000,배재대학교 박물관,,0,36.320538,127.366161,042-520-5259
5140000,군위숭덕박물관,,0,36.2357594,128.5676771,054-380-6064
5140000,경북대학교자연사박물관,,0,36.1213186,128.5769367,054-383-7026
3010000,손기정기념관,,0,37.555599,126.964964,02-364-1936
5050000,경주솔거미술관,,1000,35.83219678,129.2889079,054-740-3990
3700000,울산대학교박물관,,0,35.542515,129.2574755,052-259-2635
3700000,울산박물관,,0,35.5271604,129.3086618,052-222-8501
3700000,장생포고래박물관,,2000,35.502841,129.380749,052-256-6301
4960000,함평군립미술관,,0,35.055093,126.519728,061-320-2276
3940000,고양어린이박물관,,5000,37.6343723,126.8298329,031-839-0300
3940000,가와지볍씨박물관,,0,37.6496916,126.8701537,031-968-3399
5410000,창녕박물관,,0,35.5453928,128.5055114,055-530-1500
5410000,비봉리 패총전시관,,0,35.4087125,128.6360888,055-530-1515
3860000,부천교육박물관,,1000,37.501784,126.798608,032-661-1282
3860000,유럽자기박물관,,1000,37.501784,126.798608,032-661-0238
3860000,부천수석박물관,,1000,37.501784,126.798608,032-655-2900
3860000,부천활박물관,,1000,37.501784,126.798608,032-614-2678
3860000,부천펄벅기념관,,0,37.475676,126.78159,032-668-7565
3860000,부천옹기박물관,,1000,37.512457,126.803032,032-684-9057
3860000,자연생태박물관,,2000,37.505103,126.816137,032-625-3503
3860000,부천로보파크,,5000,37.517179,126.76412,070-7094-5479
3860000,한국만화박물관,,5000,37.50959,126.745903,032-310-3040
5680000,기지시줄다리기박물관,,0,36.896281,126.694763,041-350-4929
5680000,합덕수리민속박물관,,0,36.794128,126.783956,041-350-4931
5680000,심훈기념관,,0,36.952187,126.771431,041-360-6883
5680000,아미미술관,,5000,36.861713,126.680344,041-353-1555
5680000,한국도량형박물관,,3000,36.894846,126.6839951,041-356-9739
3560000,녹청자박물관,,0,37.558198,126.656323,032-560-2932
4170000,양평친환경농업박물관,,0,37.5477477,127.5813391,031-772-3370
4170000,양평곤충박물관,,2500,37.5095313,127.4491461,031-775-8022
4170000,양평군립미술관,,700,37.4971477,127.484026,031-775-8513
4170000,몽양기념관,,800,37.5303488,127.3734399,031-772-2411
4170000,화서기념관,,0,37.6399337,127.4269514,031-774-5326
4170000,황순원문학촌 소나기마을,,1500,37.5950925,127.3779319,031-773-2299
3610000,양림미술관,,0,35.140899,126.912824,062-675-7005
5260000,독도박물관,,0,37.483436,130.900931,054-790-6436
4780000,고창판소리박물관,,0,35.4322881,126.7004753,063-560-8061
4870000,한국압화박물관,,2000,34.797777,126.402222,061-780-2096
5060000,김천세계도자기박물관,,1000,36.116815,128.011175,054-420-6726
5060000,김천시립미술관,,0,36.116651,128.119884,054-420-6724
5220000,경북과학대학교박물관,,0,35.993581,128.338837,054-972-9796
4480000,수양개선사유물전시관,,2000,36.991389,128.335969,043-423-8502
4480000,불교천태중앙박물관,,0,37.043833,128.485103,043-423-9103
3000000,서울교육박물관,,0,37.579728,126.981002,02-2011-5780
3000000,서울역사박물관,,0,37.570462,126.968368,02-724-0274
3000000,꼭두박물관,,3000,37.583653,127.001509,02-766-3315
3000000,목인박물관,,5000,37.573871,126.981445,02-722-5066
3000000,뮤지엄김치간,,5000,37.573514,126.982662,02-6002-6256
3000000,불교중앙박물관,,0,37.573785,126.979708,02-2011-1960
3000000,신문박물관,,3000,37.569506,126.975472,02-2020-1830
3000000,영인문학관,,0,37.611918,126.969468,02-379-3182
3000000,의학박물관,,0,37.577596,126.997698,02-2072-2636
3000000,화정박물관,,3000,37.604561,126.963794,02-2075-0114
3000000,가회민화박물관,,2000,37.58209,126.983483,02-741-0466
3000000,김달진미술자료박물관,,0,37.600016,126.954445,02-730-6216
3000000,떡박물관,,3000,37.574858,126.988435,02-741-5447
3000000,명인박물관,,3000,37.58013,126.982983,02-766-0272
3000000,보나장신구박물관,,5000,37.573542,126.98235,02-732-6621
3000000,북촌동양문화박물관,,5000,37.583986,126.981163,02-723-0190
3000000,북촌박물관,,3000,37.580311,126.982552,02-766-8402
3000000,북촌생활사박물관,,5000,37.584425,126.980778,02-736-3957
3000000,삼성출판박물관,,3000,37.608605,126.954848,02-394-6544
3000000,세계장신구박물관,,7000,37.580936,126.979602,02-730-1610
3000000,쇳대박물관,,4000,37.579765,127.002412,02-766-6494
3000000,쉼박물관,,10000,37.599464,126.953475,02-396-9277
3000000,유금와당박물관,,5000,37.593663,126.960321,02-394-3451
3000000,춘원당한방박물관,,0,37.571463,126.988042,02-367-2005
3000000,한국색동박물관,,3000,37.573843,126.989885,02-765-9286
3000000,한국현대의상박물관,,5000,37.575451,127.003321,02-734-7340
3000000,상명대학교박물관,,0,37.610671,126.973859,02-781-7920
3000000,짚풀생활사박물관,,5000,37.58487,126.99764,02-743-8787
3000000,한국미술박물관,,3000,37.580728,126.986747,02-766-6000
3000000,한무숙문학관,,0,37.587739,126.996396,02-732-3093
3000000,서울대학교 치의학대학원 치의학박물관,,0,37.577596,126.997698,02-740-8799
3000000,성균관대학교 박물관,,0,37.587183,126.990895,02-760-1216
3000000,국립현대미술관(서울관),,4000,37.579622,126.980423,02-3701-9500
3000000,OCI 미술관,,0,37.573325,126.982131,02-734-0440
3000000,JCC미술관,,0,37.587482,127.002069,02-2138-7373
3000000,금호미술관,,0,37.577567,126.979864,02-720-5114
3000000,사비나미술관,,0,37.576691,126.98453,02-736-4371
3000000,상원미술관,,0,37.611868,126.976541,02-396-3185
3000000,성곡미술관,,0,37.573418,126.969306,02-737-7650
3000000,세종문화회관 미술관(세종미술관),,0,37.572712,126.975707,02-399-1156
3000000,아라리오뮤지엄 인스페이스,,10000,37.577955,126.988265,02-736-5700
3000000,아르코미술관,,0,37.580705,127.00321,02-760-4850
3000000,아트선재센터,,5000,37.579722,126.981877,02-733-8945
3000000,아트센터 나비 미술관,,0,37.569884,126.980341,02-2121-1031
3000000,일민미술관,,0,37.569963,126.977718,02-2020-2050
3000000,자하미술관,,0,37.589555,126.960398,02-395-3222
3000000,토탈미술관,,5000,37.612478,126.975728,02-379-7037
3000000,학아재미술관,,0,37.577059,126.990388,02-766-7647
3000000,환기미술관,,0,37.594685,126.966413,02-391-7701
3000000,세화미술관,,12000,37.569798,126.972186,02-2002-7785
3000000,대림미술관,,6000,37.577471,126.973205,02-720-0667
4970000,수다라성보박물관,,0,35.201441,126.548957,061-352-8097
4970000,우리삶문화옥당박물관,,0,35.360902,126.402969,070-7011-6887
5670000,대산미술관,,1000,35.3449178,128.7442235,055-291-5237
3100000,삼육대학교 박물관,,0,37.6431424,127.1062512,02-3399-3636
3100000,서울여자대학교 박물관,,0,37.6292222,127.0905514,02-970-5311
3100000,인덕대학교 아정미술관,,0,37.6313747,127.0555547,02-950-7331
3100000,서울과학기술대학교 미술관,,0,37.6393259,127.067631,02-970-6215
6280000,검단선사박물관,,0,37.5943875,126.6986072,032-440-6790
6280000,송암미술관,,0,37.4344389,126.6422065,032-440-6770
6280000,한국이민사박물관,,0,37.4700955,126.600398,032-440-4710
6280000,인천도시역사관,,0,37.3928059,126.6358689,032-850-6180
6280000,인천광역시립박물관,,0,37.420575,126.653394,032-440-6750
3990000,우석헌자연사박물관,,5000,37.6980145,127.1608542,031-572-9555
3990000,남양주유기농박물관,,2000,37.595598,127.3374459,031-560-1471
3990000,무의자박물관,,0,37.6446062,127.2308497,02-2279-9755
3990000,남양주역사박물관,,1000,37.5463678,127.244399,031-576-0558
3990000,프라움악기박물관,,5000,37.5684736,127.2270339,031-521-0441
3990000,덕소자연사박물관,,7000,37.5799761,127.2300307,031-521-7166
3990000,예당국악박물관,,5000,37.5899271,127.1683672,031-558-4825
3990000,왈츠와닥터만 커피박물관,,5000,37.5919204,127.3385033,031-576-6051
3990000,실학박물관,,4000,37.5159607,127.3005864,031-579-6001
3990000,미호박물관,,7000,37.592649,127.1805868,031-566-7377
3990000,한국탁본자료관,,0,37.5673164,127.2822312,031-576-7908
3990000,모란미술관,,5000,37.6504393,127.3239198,031-594-8001
3990000,서호미술관,,2000,37.6327316,127.3512979,031-592-1865
6110000,둘리뮤지엄,,5000,37.65243153,127.0276397,02-990-2200
6110000,서대문자연사박물관,,6000,37.57675252,126.9378582,02-330-8899
6110000,서대문형무소역사관,,3000,37.57244171,126.9595412,02-360-8590
6110000,서울교육박물관,,0,37.58103147,126.983694,02-2011-5780
6110000,서울상상나라,,4000,37.54945787,127.0862609,02-6450-9500
6110000,서울약령시한의약박물관,,1000,37.58047191,127.0373165,02-969-9241
6110000,서울역사박물관,,0,37.57087947,126.9688292,02-724-0274
6110000,성북선잠박물관,,1000,37.59322963,126.9982179,02-744-0027
6110000,손기정기념관,,0,37.55562546,126.9638899,02-364-1936
6110000,수도박물관,,0,37.64033477,126.9380085,02-3146-5936
6110000,은평역사한옥박물관,,1000,37.58318496,126.9889549,02-351-8524
6110000,종로구립 고희동 미술자료관,,0,37.57126473,127.0350421,02-2148-4165
6110000,청계천박물관,,0,37.5154282,127.1208007,02-2286-3410
6110000,한성백제박물관,,0,37.56787164,126.8510306,02-2152-5800
6110000,허준박물관,,1000,37.58160503,126.9852494,02-3661-8686
6110000,가회민화박물관,,2000,37.48766827,127.0657421,02-741-0466
6110000,경기여자고등학교 경운박물관,,0,37.5596784,126.9632021,02-3463-1336
6110000,고촌이종근기념관,,0,37.47375026,127.022282,02-365-6940
6110000,관문사 성보 박물관,,0,37.55326331,126.9298387,02-3460-5300
6110000,근현대디자인박물관,,5000,37.55361879,126.8507495,070-7010-4346
6110000,기생충박물관,,0,37.60035632,126.9558572,02-2601-3278
6110000,김달진미술자료박물관,,0,37.58369627,127.0037149,02-730-6216
6110000,꼭두박물관,,0,37.5664602,126.9677352,02-766-3315
6110000,농협 농업박물관,,0,37.61877901,126.9325193,02-2080-5727
6110000,세계다문화박물관,,7000,37.52395048,127.0356033,02-323-6848
6110000,도산안창호기념관,,0,37.57490095,126.9906387,02-541-1800
6110000,떡박물관,,3000,37.51375212,127.1044469,02-741-5447
6110000,롯데월드 아쿠아리움,,31000,37.51070945,127.0999377,02-1661-2000
6110000,롯데월드 민속박물관,,5000,37.58016368,126.985185,02-411-4760
6110000,명인박물관,,3000,37.57319771,126.9865478,02-766-0272
6110000,목인박물관,,5000,37.57355543,126.984866,02-722-5066
6110000,뮤지엄김치간,,5000,37.6538158,127.0084889,02-6002-6456
6110000,박을복자수박물관,,6000,37.56401227,126.9725854,02-990-7000
6110000,배재학당역사박물관,,0,37.54427779,126.9592536,02-319-5578
6110000,백범김구기념관,,0,37.57327196,126.9867814,02-799-3400
6110000,보나장신구 박물관,,5000,37.5838838,126.9835971,02-732-6621
6110000,북촌동양문화박물관,,5000,37.580429,126.9847656,02-723-0190
6110000,북촌박물관,,3000,37.584493,126.9829955,02-766-8402
6110000,북촌생활사박물관,,3000,37.57389389,126.9818818,02-736-3957
6110000,불교중앙박물관,,0,37.56539367,127.1477157,02-2011-1960
6110000,브이센터 더 라이브 뮤지엄,,15000,37.6087015,126.9570781,070-4284-8470
6110000,삼성출판박물관,,3000,37.56222376,126.9878243,02-394-6544
6110000,샬트르성바오로수녀회 역사박물관,,0,37.56627097,126.9803939,02-3706-3255
6110000,서울그레뱅뮤지엄,,18000,37.57880969,126.9970208,02-777-4700
6110000,서울대학교병원 의학박물관,,0,37.51889593,127.115509,02-2072-2636
6110000,서울올림픽기념관,,0,37.5081228,127.0618874,02-410-1354
6110000,세계골프역사박물관,,5000,37.58096684,126.9818002,02-2192-3005
6110000,세계장신구박물관,,7000,37.57981529,127.0046233,02-730-1610
6110000,쇳대박물관,,4000,37.59950589,126.9556793,02-766-6494
6110000,쉼박물관,,10000,37.56986879,126.9776582,02-396-9277
6110000,신문박물관 PRESSEUM,,3000,37.51966412,126.9399092,02-2020-1830
6110000,아쿠아플라넷63,,25000,37.55346737,126.9804036,02-780-6382
6110000,안중근의사기념관,,0,37.61189018,126.9717567,02-3789-1026
6110000,영인문학관,,5000,37.60089578,126.990133,02-379-3182
6110000,우리옛돌박물관,,7000,37.559439,126.981751,02-986-1001
6110000,우리은행 은행사박물관,,0,37.55656511,126.940328,02-2002-5090
6110000,우석뮤지엄,,0,37.59371971,126.9626575,02-364-8900
6110000,유금와당박물관,,5000,37.55496014,126.9338173,02-394-3451
6110000,이한열기념관,,0,37.56623131,126.970695,02-325-7216
6110000,이화박물관,,0,37.565564,126.971229,02-2175-1964
6110000,인도박물관,,3000,37.484018,127.019206,02-585-2185
6110000,전기박물관,,0,37.485889,127.028535,02-2105-8190
6110000,전쟁과여성인권박물관,,3000,37.560103,126.914879,02-392-5252
6110000,전쟁기념관,,0,35.448021,128.386295,02-709-3139
6110000,종이나라박물관,,2000,37.559634,127.0061611,02-2279-7901
6110000,짚풀생활사박물관,,5000,37.584851,126.999954,02-743-8787
6110000,초전섬유퀼트박물관,,5000,37.558158,126.984233,02-753-4075
6110000,춘원당한방박물관,,2000,37.571517,126.990288,02-3672-2005
6110000,코리아나화장박물관,,3000,37.524051,127.032784,02-547-9177
6110000,탄허기념박물관,,0,37.479002,127.102944,02-445-8486
6110000,평강성서유물박물관,,2000,37.491971,126.844051,02-2686-9496
6110000,피규어뮤지엄W,,15000,37.525749,127.040384,070-7404-2240
6110000,한국가구박물관,,20000,37.600014,126.9931211,02-745-0181
6110000,한국광고박물관,,0,37.515831,127.099222,02-2144-0116
6110000,한국금융사박물관,,0,37.568461,126.976273,02-738-6806
6110000,한국색동박물관,,400,37.573841,126.992071,02-765-9286
6110000,한국은행 화폐박물관,,0,37.562075,126.980538,02-759-4881
6110000,한국잡지박물관,,6000,37.519773,126.930237,02-360-0041
6110000,한국천주교순교자박물관,,0,37.544408,126.911635,02-3142-4504
6110000,한국현대문학관,,3000,37.560933,127.003671,02-2277-4857
6110000,한국현대의상박물관,,5000,37.575461,127.005507,02-734-7340
6110000,한무숙 문학관,,0,37.587793,126.998591,02-762-3093
6110000,한익환서울아트박물관,,0,37.537991,127.004982,02-796-0100
6110000,혜곡최순우기념관,,0,37.592904,127.000314,02-3675-3401
6110000,호림박물관(신림본관),,4000,37.480795,126.918789,02-858-3874
6110000,호림박물관(신사분관),,4000,37.522648,127.036215,02-541-3523
6110000,화정박물관,,6000,37.604654,126.965901,02-2075-0114
6110000,건국대학교박물관,,0,37.542383,127.075614,02-450-3881
6110000,경희대학교 자연사박물관,,0,37.597711,127.055198,02-961-0142
6110000,경희대학교 중앙박물관,,0,37.597043,127.053142,02-961-0141
6110000,경희대학교 한의학역사박물관,,0,37.596192,127.052551,02-961-2274
6110000,고려대학교박물관,,0,37.589433,127.034532,02-3290-1514
6110000,국민대학교박물관,,0,37.612707,126.993619,02-910-4212
6110000,덕성여자대학교박물관,,0,37.652736,127.016541,02-901-8132
6110000,동국대학교 박물관,,0,37.558591,126.999761,02-2260-3722
6110000,삼육대학교박물관,,0,37.642261,127.107832,02-3399-3065
6110000,상명대학교 박물관,,0,37.610541,126.975955,02-791-7920
6110000,서울대학교치의학대학원치의학박물관,,0,37.577939,126.999605,02-740-8799
6110000,서울대학교박물관,,0,37.464531,126.952209,02-880-5333
6110000,서울시립대학교 박물관,,0,37.583155,127.056948,02-6490-6586
6110000,서울여자대학교박물관,,0,37.629214,127.090583,02-970-5311
6110000,성균관대학교 박물관,,0,37.587447,126.994751,02-760-1216
6110000,성신여자대학교 박물관,,0,37.591711,127.021257,02-920-7325
6110000,성신여자대학교자연사박물관,,2000,37.631784,127.027406,02-920-2057
6110000,성신여자대학교정원박광훈 복식박물관,,2000,37.631776,127.027389,02-920-2657
6110000,세종대학교박물관,,0,37.5515211,127.075253,02-3408-3876
6110000,숙명여자대학교박물관,,0,37.544679,126.964111,02-710-9134
6110000,숙명여자대학교 정영양자수박물관,,0,37.544785,126.964436,02-710-9134
6110000,숭실대학교 한국기독교박물관,,0,37.495555,126.9570711,02-820-0752
6110000,연세대학교박물관,,0,37.561825,126.937904,02-2123-3340
6110000,이화여대박물관,,0,37.560298,126.944735,02-3277-3152
6110000,이화여자대학교 자연사박물관,,0,37.560603,126.948208,02-3277-4700
6110000,한양대학교박물관,,0,37.555271,127.044727,02-2220-1394
6110000,홍익대학교  박물관,,0,37.550714,126.926043,02-320-1323
6110000,동덕여자대학교박물관,,0,37.606597,127.042782,02-940-4232
6110000,겸재정선미술관,,1000,37.5722411,126.838467,02-2659-2206
6110000,서울시립미술관,,0,37.563956,126.973855,02-2124-8800
6110000,남서울미술관,,0,37.476046,126.979558,02-598-6245
6110000,성북구립미술관,,2000,37.594821,126.994897,02-6925-5011
6110000,종로구립 박노수미술관,,3000,37.581322,126.966761,02-2148-4171
6110000,서울과학기술대학교 미술관,,0,37.631589,127.077561,02-970-6215
6110000,서울대학교 미술관,,3000,37.4664211,126.949626,02-880-9504
6110000,숙명여자대학교 문신미술관,,0,37.544785,126.964436,02-2077-7052
6110000,인덕대학교 아정미술관,,0,37.6313911,127.054828,02-950-7331
6110000,한양여자대학교 미술관,,0,37.557983,127.046745,02-2290-2543
6110000,(재)한원미술관,,0,37.481821,127.015831,02-588-5642
6110000,63아트미술관,,12000,37.519441,126.939849,02-780-6382
6110000,JCC아트센터,,10000,37.586943,127.001725,02-2183-7373
6110000,K현대미술관,,15000,37.524267,127.039073,02-2138-0952
6110000,OCI미술관,,0,37.573184,126.982093,02-734-0440
6110000,김세중미술관,,0,37.542007,126.963874,02-717-5129
6110000,금호미술관,,3000,37.577462,126.979899,02-720-5114
6110000,대림미술관,,5000,37.577546,126.973371,02-720-0667
6110000,밀알미술관,,0,37.485667,127.082724,02-3412-0061
6110000,사비나미술관,,3000,37.576518,126.984564,02-736-4371
6110000,삼성미술관 Leeum,,10000,37.538047,126.998771,02-2014-6900
6110000,상원미술관,,1000,37.611653,126.976565,02-396-3185
6110000,성곡미술관,,10000,37.573155,126.969761,02-737-7650
6110000,세종문화회관 미술관(세종미술관),,10000,37.571888,126.976236,02-399-1156
6110000,세화미술관,,0,37.569667,126.972111,02-2002-7786
6110000,소마미술관,,3000,37.516913,127.118221,02-425-1077
6110000,아라리오뮤지엄 인 스페이스,,10000,37.577739,126.988343,02-736-5700
6110000,아르코미술관,,0,37.580488,127.003203,02-760-4850
6110000,아모레퍼시픽미술관,,9000,37.259943,127.110334,02-6040-2345
6110000,아트선재센터,,5000,37.579489,126.981955,02-733-8949
6110000,아트센터나비미술관,,5000,37.569795,126.980315,02-2121-1031
6110000,한가람미술관,,10000,37.480418,127.014258,02-580-1300
6110000,한가람디자인미술관,,10000,37.479918,127.012564,02-580-1300
6110000,예술의전당 서울서예박물관,,5000,37.478275,127.012132,02-580-1300
6110000,유리지공예관,,0,37.457684,127.012369,02-578-6663
6110000,일민미술관,,4000,37.569824,126.977677,02-2020-2050
6110000,자하미술관,,2000,37.589433,126.960411,02-395-3222
6110000,코리아나미술관,,3000,37.524051,127.032784,02-547-9177
6110000,토탈미술관,,3000,37.611903,126.975621,02-379-7037
6110000,포스코미술관,,0,37.505831,127.056088,02-3457-1665
6110000,학아재미술관,,10000,37.577066,126.990426,02-766-7647
6110000,한미사진미술관,,6000,37.516608,127.113971,02-418-1315
6110000,헬로우뮤지움,,5000,37.507358,127.040312,02-3217-4222
6110000,환기미술관,,10000,37.594431,126.966289,02-391-7701
3260000,동아대학교석당박물관,,0,35.103747,129.01941,051-200-8493
3260000,동아대학교석당박물관,,0,35.103747,129.01941,051-200-8749
5020000,포항시립미술관,,0,36.0665386,129.3888426,054-270-4631
5020000,영일민속박물관,,0,36.110838,129.3449843,054-270-5811
3740000,수원광교박물관,,2000,37.296351,127.051421,031-228-4175
3740000,수원화성박물관,,2000,37.282591,127.018985,031-228-4242
3740000,수원박물관,,2000,37.297646,127.035631,031-228-4150
3740000,수원시립아이파크미술관,,4000,37.282704,127.015823,031-228-3800
5160000,청송민속박물관,,0,36.389574,129.083873,054-870-6094
5160000,군립청송야송미술관,,0,36.505966,129.119129,054-872-6436
5160000,청송수석꽃돌박물관,,0,36.3779418,129.1074268,054-873-2400
4800000,목포자연사박물관,,3000,34.793656,126.421087,061-274-3655
4800000,목포생활도자박물관,,3000,34.793659,126.419747,061-270-8480
3390000,사상생활사박물관,,0,35.1720673,128.9786129,051-310-5136
3730000,울주민속박물관,,0,35.436805,129.280915,052-237-0855
3730000,울산옹기박물관,,0,35.435308,129.279535,052-237-7894
3730000,울산해양박물관,,5000,35.3616506,129.3546986,052-239-6708
3730000,충렬공박제상기념관,,0,35.6607115,129.2291455,052-229-9531
6430000,철박물관,,0,37.090891,127.649421,043-883-2321
6430000,한독의약박물관,,0,36.970552,127.465238,043-530-1004
6430000,수양개선사유물전시관,,2000,36.991389,128.335969,043-423-8502
6430000,불교천태중앙박물관,,0,37.043833,128.485103,043-423-9103
6430000,청주고인쇄박물관,,0,36.383846,127.281754,043-201-4262
6430000,청주시립미술관,,1000,36.388846,127.284854,043-201-2650
6430000,충주고구려천문과학관,,3000,37.040354,127.848417,043-842-3247
6430000,세계무술박물관,,0,36.591766,127.544059,043-850-6733
6430000,충렬사유물전시관,,0,36.946228,127.906206,043-850-7302
6430000,충주박물관,,0,37.017107,127.865611,043-850-3927
6430000,조동리선사유적박물관,,0,37.026491,127.961838,043-850-3991
6430000,충주과수과학관,,0,37.044768,127.929021,043-850-3258
6430000,한국교통대학교 박물관,,0,36.969013,127.871751,043-841-5696
6430000,세계술문화박물관,,5000,37.018767,127.865646,043-855-7333
6430000,제천유물전시관,,3000,37.003983,128.171771,043-641-5532
6430000,제천의병전시관,,0,37.100232,128.086173,043-641-4808
6430000,국제한방발효박물관,,0,37.144193,128.160549,043-653-9550
6430000,지적박물관,,5000,37.076952,128.197749,043-651-5115
6430000,옥천향토전시관,,0,36.377428,127.634977,043-730-3417
6430000,영동군 난계국악박물관,,2000,36.210131,127.705152,043-740-3886
6430000,증평민속체험박물관,,0,36.764233,127.595452,043-835-4161
6430000,진천종박물관,,1500,36.870885,127.413701,043-539-3847
6430000,진천군립생거판화미술관,,1500,36.871295,127.414666,043-539-3607
6430000,농업역사박물관,,0,36.805274,127.824563,043-830-2684
4510000,보령박물관,,0,36.3501783,126.5913496,041-930-4947
4510000,보령석탄박물관,,1500,36.3259737,126.6528805,041-934-1902
4510000,모산조형미술관,,0,36.3111117,126.6578842,041-933-8100
5700000,반달미술관(여주세계생활도자관),,0,37.3007733,127.6569227,031-884-8644
5700000,여주산림박물관,,0,37.2778741,127.6479081,031-887-2741
5700000,목아박물관,,5000,37.2882091,127.6878915,031-885-9952
5700000,여성생활사박물관,,5000,37.2427216,127.7078839,031-882-8100
5700000,한얼테마박물관,,5000,37.3986436,127.609115,031-881-6316
5700000,어우재미술관,,2000,37.1467474,127.6757289,031-883-9080
5700000,죽포미술관,,0,37.408668,127.4427309,031-881-5905
5700000,곤충박물관,,4000,37.278575,127.657826,031-885-1400
5700000,성지박물관,,5000,37.2204392,127.6416356,031-884-0118
5700000,여주시립폰박물관,,3000,37.2935942,127.666462,031-887-3548
5700000,명성황후기념관,,1000,37.2605708,127.656887,031-880-4022
5700000,여주박물관,,0,37.299651,127.653401,031-887-3583
4030000,향토사료관,,0,37.3422075,126.9696907,031-345-3666
4030000,철도박물관,,2000,37.3142825,126.9536889,031-461-3610
5130000,경산시립박물관,,0,35.8139457,128.7631254,053-804-7314
5130000,삼성현역사문화관,,2000,35.8017607,128.7972101,053-804-7329
4260000,한얼문예박물관,,0,37.488287,128.072096,033-345-0151
4720000,대한민국 술테마박물관,,2000,35.7261382,127.1339071,063-290-3842
4520000,온양민속박물관,,5000,36.793157,127.006531,041-542-6001
4520000,영인산산림박물관,,0,36.843789,126.941294,041-538-1946
4520000,외암민속관,,2000,36.730757,127.013575,041-536-8497
4520000,공세리성당박물관,,0,36.8829251,126.913494,041-533-8181
4520000,정린박물관,,4000,36.773354,127.117923,041-549-4005
4520000,당림미술관,,4000,36.743087,127.017862,041-543-6969
4730000,진안가위박물관,,4000,35.765881,127.415035,063-432-3232
4730000,진안역사박물관,,0,35.772442,127.416666,063-430-8085
4730000,용담호사진문화관,,0,35.878521,127.480112,063-430-2325
4730000,수몰문화미술관,,0,35.461212,127.251212,063-430-2325
4310000,화천민속박물관,,0,38.097746,127.703957,033-440-2549
4420000,보은향토민속자료전시관,,0,36.4893349,127.727208,043-540-3898
4420000,솔향공원 소나무전시관,,0,36.4991785,127.7995082,043-540-3774
4770000,옥천골미술관,,0,35.374249,127.145308,063-650-1638
4770000,섬진강미술관,,0,35.426558,127.218925,063-653-2296
4770000,순창장류박물관,,0,35.369938,127.111161,063-650-1627
4000000,한신대학교박물관,,0,37.1936685,127.023878,031-379-0195
4000000,유엔군초전기념관,,0,37.184171,127.048986,031-377-1625
3200000,호림박물관,,4000,37.481336,126.917921,02-858-2500
3200000,서울대학교 박물관,,0,37.464656,126.952193,02-880-5332
3200000,서울시립 남서울미술관,,0,37.476243,126.979376,02-598-6247
3200000,서울대학교 미술관,,3000,37.466566,126.949592,02-880-9504
4610000,윤봉길의사기념관,,0,36.686414,126.64875,041-337-4108
4610000,한국고건축박물관,,2000,36.694,126.658724,041-337-5877
4610000,수덕사근역성보관,,3000,36.662372,126.620495,041-337-2902
4610000,한국문인인장박물관,,0,36.547184,126.747916,031-302-0591
4610000,한국토종씨앗박물관,,1000,36.665574,126.876437,041-333-5613
4610000,수덕사선미술관,,3000,36.660842,126.619733,
3350000,부산대박물관,,0,35.233554,129.079785,051-510-1838
3350000,범어사성보박물관,,0,35.284654,129.069782,051-508-6139
3350000,오륜대한국순교자박물관,,2000,35.246282,129.101443,051-583-2923
3350000,킴스아트필드미술관,,0,35.252367,129.053977,051-517-6800
3510500,인하대학교박물관,,0,37.4500221,126.653488,032-860-8260
3510500,국제성서박물관,,0,37.4592296,126.6784608,032-874-0385
3510500,불교사리박물관,,0,37.4379024,126.6629337,032-875-2384
3510500,범패박물관,,3000,37.4647523,126.6512175,032-886-0029
3510500,송암미술관,,0,37.4342786,126.6420845,032-440-6770
3510500,인천어린이박물관,,5000,37.4360819,126.6891166,032-432-5600
3510500,송암박두성기념관,,0,37.4492558,126.6669561,032-876-3500
4200000,오죽헌/시립박물관,,3000,37.779191,128.878139,033-660-3300
4200000,대관령박물관,,1000,37.716618,128.803792,033-660-3300
4200000,강릉시립미술관,,0,37.760697,128.80775,033-640-4271
4350000,오산리선사유적박물관,,1000,38.085892,128.660532,033-670-2442
4350000,일현미술관,,2000,38.061701,128.678307,033-670-8450
5170000,영양산촌박물관,,0,36.615328,129.084072,054-680-5367
4280000,월정사 성보박물관,,0,37.718455,128.602827,033-339-7000
4280000,고려궁박물관,,0,37.619736,128.649328,033-336-1111
3930000,성호기념관,,500,37.314207,126.860491,031-481-2574
3930000,최용신기념관,,0,37.299605,126.862732,031-481-3040
3930000,안산향토사박물관,,0,37.299094,126.847974,031-415-0041
3930000,안산어촌민속박물관,,2000,37.192438,126.646101,032-886-2912
3930000,단원미술관,,2000,37.315587,126.851514,031-481-0505
3930000,맥아트미술관,,10000,37.220591,126.602059,032-888-6262
3930000,유리섬미술관,,10000,37.220591,126.602059,032-888-6262
3930000,정문규미술관,,0,37.205297,126.644245,032-881-2753
3930000,종이미술관,,5000,37.224455,126.575946,032-887-0606
3930000,이풀실내정원,,0,37.310679,126.88927,031-437-2525
4440000,영동군 난계국악박물관,,2000,36.210131,127.705152,043-740-3886
4390000,충주고구려천문과학관,,3000,37.040354,127.848417,043-842-3247
4390000,세계무술박물관,,0,36.591766,127.544059,043-850-6733
4390000,충렬사유물전시관,,0,36.946228,127.906206,043-850-7302
